1000	0.000002	500.500000	1000	1
2000	0.000004	1000.500000	2000	1
3000	0.000006	1500.500000	3000	1
4000	0.000008	2000.500000	4000	1
5000	0.000010	2500.500000	5000	1
6000	0.000012	3000.500000	6000	1
7000	0.000013	3500.500000	7000	1
8000	0.000015	4000.500000	8000	1
9000	0.000017	4500.500000	9000	1
10000	0.000019	5000.500000	10000	1
